215	4.19921875		211	4.12109375		198	3.8671875
214	4.1796875		210	4.1015625		198	3.8671875
186	3.6328125		210	4.1015625		198	3.8671875
208	4.0625		209	4.08203125		199	3.88671875
215	4.19921875		208	4.0625		199	3.88671875
194	3.7890625		208	4.0625		199	3.88671875
207	4.04296875		208	4.0625		199	3.88671875
193	3.76953125		208	4.0625		200	3.90625
200	3.90625		207	4.04296875		200	3.90625
205	4.00390625		207	4.04296875		200	3.90625
218	4.2578125		207	4.04296875		200	3.90625
200	3.90625		207	4.04296875		200	3.90625
215	4.19921875		206	4.0234375		201	3.92578125
206	4.0234375		206	4.0234375		201	3.92578125
209	4.08203125		206	4.0234375		201	3.92578125
213	4.16015625		205	4.00390625		201	3.92578125
203	3.96484375		205	4.00390625		202	3.9453125
202	3.9453125		204	3.984375		202	3.9453125
213	4.16015625		204	3.984375		202	3.9453125
206	4.0234375		204	3.984375		202	3.9453125
201	3.92578125		204	3.984375		202	3.9453125
203	3.96484375		204	3.984375		202	3.9453125
200	3.90625		204	3.984375		203	3.96484375
216	4.21875		204	3.984375		203	3.96484375
209	4.08203125		204	3.984375		203	3.96484375
198	3.8671875		204	3.984375		203	3.96484375
215	4.19921875		203	3.96484375		203	3.96484375
204	3.984375		203	3.96484375		204	3.984375
194	3.7890625		203	3.96484375		204	3.984375
195	3.80859375		203	3.96484375		204	3.984375
196	3.828125		203	3.96484375		204	3.984375
209	4.08203125		203	3.96484375		204	3.984375
218	4.2578125		203	3.96484375		204	3.984375
208	4.0625		202	3.9453125		204	3.984375
217	4.23828125		201	3.92578125		204	3.984375
209	4.08203125		201	3.92578125		204	3.984375
204	3.984375		201	3.92578125		205	4.00390625
196	3.828125		201	3.92578125		204	3.984375
214	4.1796875		201	3.92578125		204	3.984375
193	3.76953125		201	3.92578125		204	3.984375
215	4.19921875		200	3.90625		204	3.984375
207	4.04296875		200	3.90625		205	4.00390625
196	3.828125		199	3.88671875		205	4.00390625
196	3.828125		199	3.88671875		205	4.00390625
218	4.2578125		199	3.88671875		205	4.00390625
209	4.08203125		199	3.88671875		205	4.00390625
215	4.19921875		199	3.88671875		205	4.00390625
212	4.140625		199	3.88671875		205	4.00390625
186	3.6328125		199	3.88671875		205	4.00390625
197	3.84765625		198	3.8671875		205	4.00390625
215	4.19921875		198	3.8671875		205	4.00390625
215	4.19921875		198	3.8671875		205	4.00390625
206	4.0234375		198	3.8671875		205	4.00390625
197	3.84765625		198	3.8671875		205	4.00390625
214	4.1796875		198	3.8671875		205	4.00390625
201	3.92578125		198	3.8671875		205	4.00390625
209	4.08203125		198	3.8671875		205	4.00390625
198	3.8671875		198	3.8671875		205	4.00390625
211	4.12109375		198	3.8671875		205	4.00390625
194	3.7890625		197	3.84765625		205	4.00390625
191	3.73046875		197	3.84765625		205	4.00390625
204	3.984375		197	3.84765625		205	4.00390625
215	4.19921875		197	3.84765625		205	4.00390625
216	4.21875		196	3.828125		206	4.0234375
215	4.19921875		196	3.828125		206	4.0234375
216	4.21875		196	3.828125		206	4.0234375
211	4.12109375		196	3.828125		206	4.0234375
190	3.7109375		196	3.828125		206	4.0234375
202	3.9453125		196	3.828125		206	4.0234375
215	4.19921875		196	3.828125		206	4.0234375
211	4.12109375		196	3.828125		205	4.00390625
213	4.16015625		196	3.828125		205	4.00390625
211	4.12109375		196	3.828125		205	4.00390625
200	3.90625		196	3.828125		205	4.00390625
217	4.23828125		196	3.828125		206	4.0234375
198	3.8671875		196	3.828125		206	4.0234375
200	3.90625		196	3.828125		206	4.0234375
199	3.88671875		196	3.828125		206	4.0234375
198	3.8671875		196	3.828125		206	4.0234375
199	3.88671875		196	3.828125		206	4.0234375
215	4.19921875		196	3.828125		206	4.0234375
200	3.90625		196	3.828125		206	4.0234375
201	3.92578125		196	3.828125		206	4.0234375
201	3.92578125		195	3.80859375		206	4.0234375
206	4.0234375		195	3.80859375		206	4.0234375
212	4.140625		195	3.80859375		206	4.0234375
209	4.08203125		195	3.80859375		206	4.0234375
208	4.0625		195	3.80859375		206	4.0234375
188	3.671875		195	3.80859375		206	4.0234375
188	3.671875		195	3.80859375		206	4.0234375
200	3.90625		195	3.80859375		206	4.0234375
215	4.19921875		195	3.80859375		206	4.0234375
214	4.1796875		195	3.80859375		206	4.0234375
212	4.140625		195	3.80859375		206	4.0234375
203	3.96484375		195	3.80859375		206	4.0234375
213	4.16015625		195	3.80859375		206	4.0234375
188	3.671875		195	3.80859375		206	4.0234375
213	4.16015625		195	3.80859375		206	4.0234375
213	4.16015625		195	3.80859375		206	4.0234375
197	3.84765625		195	3.80859375		206	4.0234375
213	4.16015625		195	3.80859375		206	4.0234375
202	3.9453125		195	3.80859375		206	4.0234375
213	4.16015625		195	3.80859375		206	4.0234375
215	4.19921875		195	3.80859375		207	4.04296875
202	3.9453125		195	3.80859375		207	4.04296875
207	4.04296875		195	3.80859375		207	4.04296875
217	4.23828125		195	3.80859375		207	4.04296875
206	4.0234375		195	3.80859375		207	4.04296875
208	4.0625		195	3.80859375		208	4.0625
195	3.80859375		195	3.80859375		208	4.0625
196	3.828125		195	3.80859375		208	4.0625
201	3.92578125		195	3.80859375		208	4.0625
196	3.828125		195	3.80859375		207	4.04296875
204	3.984375		195	3.80859375		207	4.04296875
194	3.7890625		195	3.80859375		207	4.04296875
197	3.84765625		195	3.80859375		207	4.04296875
203	3.96484375		195	3.80859375		207	4.04296875
204	3.984375		195	3.80859375		207	4.04296875
215	4.19921875		194	3.7890625		208	4.0625
210	4.1015625		193	3.76953125		208	4.0625
215	4.19921875		193	3.76953125		208	4.0625
211	4.12109375		193	3.76953125		207	4.04296875
196	3.828125		193	3.76953125		208	4.0625
196	3.828125		193	3.76953125		207	4.04296875
217	4.23828125		193	3.76953125		207	4.04296875
209	4.08203125		192	3.75		207	4.04296875
213	4.16015625		192	3.75		207	4.04296875
217	4.23828125		192	3.75		207	4.04296875
207	4.04296875		192	3.75		207	4.04296875
215	4.19921875		192	3.75		207	4.04296875
208	4.0625		192	3.75		207	4.04296875
196	3.828125		192	3.75		208	4.0625
197	3.84765625		192	3.75		208	4.0625
190	3.7109375		192	3.75		208	4.0625
206	4.0234375		192	3.75		207	4.04296875
203	3.96484375		192	3.75		208	4.0625
202	3.9453125		191	3.73046875		208	4.0625
205	4.00390625		191	3.73046875		208	4.0625
215	4.19921875		191	3.73046875		208	4.0625
197	3.84765625		191	3.73046875		208	4.0625
208	4.0625		191	3.73046875		208	4.0625
204	3.984375		191	3.73046875		208	4.0625
216	4.21875		191	3.73046875		208	4.0625
202	3.9453125		191	3.73046875		208	4.0625
205	4.00390625		191	3.73046875		208	4.0625
217	4.23828125		191	3.73046875		208	4.0625
215	4.19921875		191	3.73046875		208	4.0625
188	3.671875		191	3.73046875		208	4.0625
198	3.8671875		191	3.73046875		208	4.0625
218	4.2578125		191	3.73046875		207	4.04296875
204	3.984375		191	3.73046875		208	4.0625
203	3.96484375		191	3.73046875		207	4.04296875
202	3.9453125		191	3.73046875		207	4.04296875
204	3.984375		191	3.73046875		207	4.04296875
217	4.23828125		191	3.73046875		207	4.04296875
207	4.04296875		191	3.73046875		207	4.04296875
200	3.90625		191	3.73046875		207	4.04296875
212	4.140625		191	3.73046875		207	4.04296875
212	4.140625		190	3.7109375		207	4.04296875
214	4.1796875		190	3.7109375		206	4.0234375
208	4.0625		190	3.7109375		207	4.04296875
215	4.19921875		190	3.7109375		207	4.04296875
200	3.90625		190	3.7109375		207	4.04296875
215	4.19921875		190	3.7109375		207	4.04296875
194	3.7890625		190	3.7109375		207	4.04296875
209	4.08203125		190	3.7109375		207	4.04296875
211	4.12109375		190	3.7109375		207	4.04296875
218	4.2578125		190	3.7109375		207	4.04296875
194	3.7890625		190	3.7109375		207	4.04296875
208	4.0625		190	3.7109375		207	4.04296875
188	3.671875		190	3.7109375		207	4.04296875
192	3.75		190	3.7109375		207	4.04296875
186	3.6328125		190	3.7109375		207	4.04296875
213	4.16015625		190	3.7109375		207	4.04296875
215	4.19921875		190	3.7109375		207	4.04296875
200	3.90625		190	3.7109375		207	4.04296875
207	4.04296875		190	3.7109375		207	4.04296875
215	4.19921875		190	3.7109375		206	4.0234375
217	4.23828125		190	3.7109375		206	4.0234375
215	4.19921875		190	3.7109375		206	4.0234375
208	4.0625		190	3.7109375		206	4.0234375
206	4.0234375		190	3.7109375		207	4.04296875
206	4.0234375		190	3.7109375		207	4.04296875
215	4.19921875		190	3.7109375		207	4.04296875
217	4.23828125		190	3.7109375		207	4.04296875
198	3.8671875		190	3.7109375		206	4.0234375
197	3.84765625		190	3.7109375		207	4.04296875
208	4.0625		190	3.7109375		207	4.04296875
213	4.16015625		190	3.7109375		207	4.04296875
215	4.19921875		190	3.7109375		206	4.0234375
214	4.1796875		190	3.7109375		206	4.0234375
215	4.19921875		190	3.7109375		207	4.04296875
211	4.12109375		190	3.7109375		207	4.04296875
218	4.2578125		190	3.7109375		207	4.04296875
209	4.08203125		190	3.7109375		207	4.04296875
196	3.828125		190	3.7109375		207	4.04296875
202	3.9453125		190	3.7109375		207	4.04296875
218	4.2578125		190	3.7109375		207	4.04296875
213	4.16015625		190	3.7109375		207	4.04296875
202	3.9453125		190	3.7109375		207	4.04296875
203	3.96484375		190	3.7109375		207	4.04296875
218	4.2578125		190	3.7109375		207	4.04296875
201	3.92578125		190	3.7109375		207	4.04296875
209	4.08203125		190	3.7109375		207	4.04296875
198	3.8671875		190	3.7109375		207	4.04296875
186	3.6328125		190	3.7109375		208	4.0625
207	4.04296875		190	3.7109375		208	4.0625
213	4.16015625		190	3.7109375		208	4.0625
196	3.828125		190	3.7109375		207	4.04296875
200	3.90625		190	3.7109375		207	4.04296875
202	3.9453125		190	3.7109375		208	4.0625
209	4.08203125		190	3.7109375		208	4.0625
206	4.0234375		190	3.7109375		208	4.0625
194	3.7890625		190	3.7109375		208	4.0625
200	3.90625		190	3.7109375		208	4.0625
200	3.90625		190	3.7109375		208	4.0625
204	3.984375		190	3.7109375		208	4.0625
200	3.90625		190	3.7109375		208	4.0625
200	3.90625		190	3.7109375		208	4.0625
214	4.1796875		190	3.7109375		208	4.0625
202	3.9453125		190	3.7109375		207	4.04296875
218	4.2578125		190	3.7109375		207	4.04296875
204	3.984375		190	3.7109375		208	4.0625
202	3.9453125		190	3.7109375		207	4.04296875
194	3.7890625		190	3.7109375		207	4.04296875
211	4.12109375		190	3.7109375		207	4.04296875
207	4.04296875		190	3.7109375		208	4.0625
204	3.984375		190	3.7109375		208	4.0625
218	4.2578125		190	3.7109375		208	4.0625
218	4.2578125		190	3.7109375		208	4.0625
200	3.90625		190	3.7109375		208	4.0625
217	4.23828125		190	3.7109375		208	4.0625
186	3.6328125		190	3.7109375		208	4.0625
205	4.00390625		190	3.7109375		208	4.0625
202	3.9453125		190	3.7109375		208	4.0625
204	3.984375		190	3.7109375		208	4.0625
205	4.00390625		190	3.7109375		208	4.0625
198	3.8671875		190	3.7109375		208	4.0625
200	3.90625		190	3.7109375		208	4.0625
210	4.1015625		190	3.7109375		208	4.0625
207	4.04296875		190	3.7109375		208	4.0625
